,0
1865,https://www.mdpi.com/2076-3417/11/23/11174/pdf?version=1637833102
1866,https://www.mdpi.com/2076-3417/11/16/7610/pdf?version=1629433054
1867,https://www.mdpi.com/2076-3417/11/16/7610/pdf?version=1629433054
1868,https://www.mdpi.com/2076-3417/11/12/5344/pdf?version=1623220363
1869,https://www.mdpi.com/2076-3417/11/12/5344/pdf?version=1623220363
1870,https://www.mdpi.com/2313-433X/7/10/214/pdf?version=1634807113
1871,https://europepmc.org/articles/pmc8540682?pdf=render
1872,https://journals.plos.org/plospathogens/article/file?id=10.1371/journal.ppat.1002796&type=printable
1873,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0069218&type=printable
1874,
1875,
1876,
1877,https://uvadoc.uva.es/bitstream/10324/46637/1/Development-and-validation-HPLC-DAD.pdf
1878,https://zenodo.org/record/899003/files/Manuscript%20-%20Preprint.pdf
1879,
1880,
1881,
1882,
1883,
1884,https://www.mdpi.com/2076-2607/5/4/74/pdf?version=1511169831
1885,
1886,https://europepmc.org/articles/pmc5881048?pdf=render
1887,http://arxiv.org/pdf/1903.12452
1888,https://link.springer.com/content/pdf/10.1007%2Fs00216-010-4147-0.pdf
1889,http://arxiv.org/pdf/1010.2145
1890,https://europepmc.org/articles/pmc4909136?pdf=render
1891,http://arxiv.org/pdf/1105.0864
1892,http://arxiv.org/pdf/0907.2943
1893,http://arxiv.org/pdf/1101.5244
1894,http://arxiv.org/pdf/1003.4475
1895,https://europepmc.org/articles/pmc4959562?pdf=render
1896,http://publica.fraunhofer.de/bitstreams/b6c4143a-a34e-4ca1-814d-e52151ab766c/download
1897,
1898,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0149424&type=printable
1899,
1900,http://www.plantphysiol.org/content/plantphysiol/175/3/1040.full.pdf
1901,
1902,http://www.oncotarget.com/index.php?journal=oncotarget&page=article&op=download&path%5B%5D=1904&path%5B%5D=2568
1903,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0132898&type=printable
1904,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0053417&type=printable
1905,
1906,
1907,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0068674&type=printable
1908,https://europepmc.org/articles/pmc4460613?pdf=render
1909,
1910,https://europepmc.org/articles/pmc4460786?pdf=render
1911,https://royalsocietypublishing.org/doi/pdf/10.1098/rsfs.2013.0003
1912,https://royalsocietypublishing.org/doi/pdf/10.1098/rsfs.2012.0088
1913,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bit.25956
1914,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1005187&type=printable
1915,
1916,
1917,https://europepmc.org/articles/pmc3262443?pdf=render
1918,
1919,https://royalsocietypublishing.org/doi/pdf/10.1098/rsfs.2016.0163
1920,
1921,
1922,
1923,https://europepmc.org/articles/pmc4460745?pdf=render
1924,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0090753&type=printable
1925,https://www.nature.com/articles/s41598-018-37155-9.pdf
1926,https://www.pnas.org/content/pnas/111/2/845.full.pdf
1927,http://journals.sagepub.com/doi/pdf/10.4137/CIN.S19341
1928,https://www.mdpi.com/2079-7737/1/2/222/pdf?version=1343296694
1929,
1930,https://journals.sagepub.com/doi/pdf/10.1177/1176935116684824
1931,
1932,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1005093&type=printable
1933,https://www.omicsonline.org/multiscale-cancer-modeling-and-in-silico-oncology-emerging-computational-frontiers-2155-9538.1000e114.pdf
1934,
1935,
1936,
1937,
1938,https://www.nature.com/articles/s42005-022-00814-5.pdf
1939,https://www.nature.com/articles/s42005-022-00814-5.pdf
1940,http://link.aps.org/pdf/10.1103/PhysRevResearch.2.023023
1941,http://arxiv.org/pdf/2111.12356
1942,
1943,
1944,https://eprints.whiterose.ac.uk/189153/1/2207.05482v1.pdf
1945,
1946,http://arxiv.org/pdf/1907.00174
1947,https://eprints.whiterose.ac.uk/169060/1/2007.06988v3.pdf
1948,http://link.aps.org/pdf/10.1103/PhysRevResearch.3.043014
1949,https://www.mdpi.com/1099-4300/23/1/55/pdf?version=1609400761
1950,
1951,https://eprints.whiterose.ac.uk/155348/1/Discrete_modulation_continuous_variable_quantum_key_distribution_enhanced_by_quantum_scissors_1_.pdf
1952,https://quantum-journal.org/papers/q-2019-10-07-193/pdf/
1953,http://link.aps.org/pdf/10.1103/PRXQuantum.3.010349
1954,http://link.aps.org/pdf/10.1103/PhysRevResearch.2.033424
1955,
1956,https://www.nature.com/articles/s42005-019-0209-6.pdf
1957,https://www.nature.com/articles/s41467-020-20813-w.pdf
1958,https://eprints.whiterose.ac.uk/142978/1/1808.01617v1.pdf
1959,
1960,
1961,https://backend.orbit.dtu.dk/ws/files/200990309/optica_6_11_1375.pdf
1962,
1963,http://arxiv.org/pdf/2005.02486
1964,http://arxiv.org/pdf/2111.11248
1965,http://link.aps.org/pdf/10.1103/PhysRevX.11.011038
1966,https://eprints.whiterose.ac.uk/191836/1/2105.08774v1.pdf
1967,http://link.aps.org/pdf/10.1103/PhysRevResearch.3.013279
1968,http://arxiv.org/pdf/2012.06853
1969,https://www.nature.com/articles/s41534-020-00336-4.pdf
1970,http://link.aps.org/pdf/10.1103/PhysRevResearch.3.023130
1971,https://www.nature.com/articles/s41534-021-00361-x.pdf
1972,http://arxiv.org/pdf/1805.03514
1973,https://eprints.whiterose.ac.uk/139974/1/1807.00784v1.pdf
1974,https://www.nature.com/articles/s42005-020-0318-2.pdf
1975,http://arxiv.org/pdf/1808.00608
1976,https://www.nature.com/articles/s41467-022-32161-y.pdf
1977,http://arxiv.org/pdf/1907.11009
1978,https://avs.scitation.org/doi/pdf/10.1116/5.0024062
1979,
1980,http://arxiv.org/pdf/2104.04360
1981,
1982,http://arxiv.org/pdf/1904.01970
1983,
1984,http://link.aps.org/pdf/10.1103/PhysRevResearch.4.023158
1985,
1986,https://www.nature.com/articles/s41534-019-0162-y.pdf
1987,https://eprints.whiterose.ac.uk/150931/1/1905.12677v2.pdf
1988,http://link.aps.org/pdf/10.1103/PhysRevResearch.3.013047
1989,http://arxiv.org/pdf/2004.11962
1990,https://www.nature.com/articles/s41467-020-14329-6.pdf
1991,https://eprints.whiterose.ac.uk/155319/1/1909.02342v3.pdf
1992,http://arxiv.org/pdf/2101.10778
1993,http://arxiv.org/pdf/2005.08958
1994,https://www.nature.com/articles/s41598-021-87574-4.pdf
1995,https://eprints.whiterose.ac.uk/173057/1/2010.10547v2.pdf
1996,http://arxiv.org/pdf/1806.11356
1997,http://arxiv.org/pdf/1806.11356
1998,https://www.nature.com/articles/s41534-020-0268-2.pdf
1999,https://www.nature.com/articles/s42005-019-0147-3.pdf
2000,http://link.aps.org/pdf/10.1103/PhysRevResearch.2.043189
2001,https://iopscience.iop.org/article/10.1088/1751-8121/abe67a/pdf
2002,http://link.aps.org/pdf/10.1103/PhysRevX.11.041016
2003,
2004,
2005,https://backend.orbit.dtu.dk/ws/files/277418620/2103.14567.pdf
2006,https://www.research.unipd.it/bitstream/11577/3401481/1/Sidhu%20et%20al._Advances%20in%20space%20quantum%20communications_IET%20Quantum%20Communication.pdf
2007,http://arxiv.org/pdf/2110.14506
2008,https://www.nature.com/articles/s41534-021-00413-2.pdf
2009,http://link.aps.org/pdf/10.1103/PRXQuantum.3.020311
2010,https://link.springer.com/content/pdf/10.1007/s10686-021-09731-x.pdf
2011,
2012,
2013,
2014,https://air.unimi.it/bitstream/2434/191280/2/ClCost_FNDL.pdf
2015,https://www.hydrol-earth-syst-sci.net/15/2599/2011/hess-15-2599-2011.pdf
2016,https://www.hydrol-earth-syst-sci.net/15/2599/2011/hess-15-2599-2011.pdf
2017,
2018,https://www.mdpi.com/1660-4601/18/6/3116/pdf?version=1616049981
2019,https://www.mdpi.com/2073-4360/13/8/1247/pdf
2020,https://www.mdpi.com/2073-4360/13/12/1925/pdf?version=1623306602
2021,https://www.mdpi.com/2073-4360/13/6/860/pdf
2022,https://www.mdpi.com/2073-4360/12/8/1690/pdf?version=1596014127
2023,https://oa.upm.es/66050/1/2020Manuscript_ThermalTreatmentsRPLA_GreenOpenAccess.pdf
2024,https://eprints.ucm.es/id/eprint/59803/1/Beltr%C3%A1n2020_Article_InfluenceOfAdditionOfOrganicFi.pdf
2025,https://oa.upm.es/66052/1/Manuscript_PLA_PCL_SilkFibroin_OpenAccess.pdf
2026,https://www.mdpi.com/2073-4360/12/11/2523/pdf?version=1603959286
2027,https://www.mdpi.com/2073-4360/12/12/2891/pdf?version=1606994274
2028,https://polipapers.upv.es/index.php/JARTE/article/download/15297/13669
2029,
2030,
2031,https://www.tandfonline.com/doi/pdf/10.1080/23299460.2021.1944736?needAccess=true
2032,https://www.tandfonline.com/doi/pdf/10.1080/23299460.2020.1764837?needAccess=true
2033,https://polipapers.upv.es/index.php/IJPME/article/download/16712/15264
2034,https://www.mdpi.com/1996-1073/14/15/4436/pdf?version=1627285985
2035,
2036,http://helvia.uco.es/xmlui/bitstream/10396/19058/1/pre_proofs_experimental_energy_performance_assessment_of_a_solar_desiccant_cooling_system.pdf
2037,
2038,
2039,
2040,http://arxiv.org/pdf/1306.3824
2041,
2042,
2043,http://arxiv.org/pdf/1102.1091
2044,
2045,http://arxiv.org/pdf/1307.7561
2046,https://zenodo.org/record/3688597/files/Castin18_CMS_Review_ANN_use.pdf
2047,
2048,https://cris.unibo.it/bitstream/11585/893151/3/EuroChoices%20-%202022%20-%20Runge%20-%20Implementation%20of%20Eco%e2%80%90schemes%20in%20Fifteen%20European%20Union%20Member%20States.pdf
2049,
2050,
2051,https://academic.oup.com/plphys/article-pdf/186/2/977/41449112/kiab113.pdf
2052,
2053,
2054,
2055,
2056,https://acsess.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/agj2.20216
2057,
2058,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mec.15270
2059,https://www.mdpi.com/1660-4601/13/2/165/pdf?version=1453966867
2060,https://pure.knaw.nl/ws/files/12376577/6829_Qi_Online.pdf
2061,
2062,
2063,https://www.nature.com/articles/s41597-019-0143-1.pdf
2064,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0180442&type=printable
2065,
2066,
2067,http://dspace.umh.es/bitstream/11000/7169/1/4-Barao%20et%20al.%20STOTEN%202019%28EMBARGO%29.pdf
2068,
2069,
2070,https://www.frontiersin.org/articles/10.3389/fpls.2017.01263/pdf
2071,https://europepmc.org/articles/pmc4315629?pdf=render
2072,https://europepmc.org/articles/pmc5910663?pdf=render
2073,https://www.mdpi.com/1424-8220/13/7/8997/pdf
2074,http://liu.diva-portal.org/smash/get/diva2:576888/FULLTEXT01
2075,https://europepmc.org/articles/pmc2722629?pdf=render
2076,
2077,https://www.dovepress.com/getfile.php?fileID=26590
2078,https://europepmc.org/articles/pmc3880673?pdf=render
2079,https://www.mdpi.com/1424-8220/13/11/14888/pdf?version=1403337662
2080,http://eudl.eu/pdf/10.4108/inis.1.1.e4
2081,https://riunet.upv.es/bitstream/10251/65700/3/PERFORMANCE%20ASSESSMENT%20OF%20A%20CLOSEDLOOP%20SYSTEM%20FOR%20DIABETES%20MANAGEMENT.pdf
2082,https://riunet.upv.es/bitstream/10251/170288/7/FicoMartinez-MillanaLeuteritz%20-%20User%20Centered%20Design%20to%20Improve%20Information%20Exchange%20in%20DiabetesC....pdf
2083,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0127554&type=printable
2084,
2085,https://www.nature.com/articles/ismej201734.pdf
2086,http://ainfo.cnptia.embrapa.br/digital/bitstream/item/103286/1/SavianEtAl-2014.pdf
2087,https://t-stor.teagasc.ie/bitstream/11019/778/1/Suter%20et%20al%20GCB-14-1374.R1-final%20accepted%20wcover.pdf
2088,https://www.nature.com/articles/s41598-018-33262-9.pdf
2089,
2090,
2091,
2092,https://www.biogeosciences.net/9/4573/2012/bg-9-4573-2012.pdf
2093,https://www.biogeosciences.net/9/4573/2012/bg-9-4573-2012.pdf
2094,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0140282&type=printable
2095,
2096,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2664.12991
2097,
2098,https://academic.oup.com/jxb/article-pdf/71/1/370/31550061/erz424.pdf
2099,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2664.12041
2100,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2745.12052
2101,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/gfs.12124
2102,https://www.pnas.org/content/pnas/113/22/6224.full.pdf
2103,http://arxiv.org/pdf/1802.02919
2104,https://www.mdpi.com/1424-8220/15/10/24735/pdf
2105,https://www.mdpi.com/1424-8220/14/3/4672/pdf?version=1403349596
2106,https://www.mdpi.com/1424-8220/15/8/19541/pdf?version=1439191211
2107,https://www.mdpi.com/1424-8220/16/5/684/pdf?version=1463552492
2108,http://arxiv.org/pdf/1804.05002
2109,https://www.mdpi.com/2071-1050/12/24/10623/pdf?version=1608545975
2110,https://www.mdpi.com/2071-1050/13/1/6/pdf?version=1608713755
2111,https://royalsocietypublishing.org/doi/pdf/10.1098/rsif.2020.0561
2112,https://sfamjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1751-7915.13475
2113,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1751-7915.13326
2114,https://www.nature.com/articles/s41467-020-19446-w.pdf
2115,
2116,
2117,https://www.frontiersin.org/articles/10.3389/fmicb.2021.641440/pdf
2118,https://ojs.uv.es/index.php/Metode/article/download/16112/17254
2119,
2120,https://www.nature.com/articles/s41467-020-19092-2.pdf
2121,
2122,
2123,https://www.mdpi.com/2075-1729/9/1/14/pdf?version=1548496028
2124,https://www.mdpi.com/2075-1729/9/1/14/pdf?version=1548496028
2125,https://www.mdpi.com/2075-1729/9/1/5/pdf?version=1546862403
2126,
2127,https://ojs.uv.es/index.php/Metode/article/download/15981/17252
2128,https://onlinelibrary.wiley.com/doi/pdfdirect/10.15252/embr.202050521
2129,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1751-7915.13620
2130,https://europepmc.org/articles/pmc6098992?pdf=render
2131,https://www.frontiersin.org/articles/10.3389/fmicb.2020.00645/pdf
2132,https://www.frontiersin.org/articles/10.3389/fmicb.2020.00645/pdf
2133,
2134,https://pubs.acs.org/doi/pdf/10.1021/acssynbio.9b00400
2135,
2136,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1751-7915.13839
2137,https://www.nature.com/articles/s41467-021-26155-5.pdf
2138,https://www.frontiersin.org/articles/10.3389/fbioe.2019.00040/pdf
2139,https://www.frontiersin.org/articles/10.3389/fmicb.2021.714110/pdf
2140,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0224476&type=printable
2141,https://www.nature.com/articles/s41598-020-73913-4.pdf
2142,https://academic.oup.com/synbio/article-pdf/5/1/ysaa010/33722340/ysaa010.pdf
2143,https://academic.oup.com/synbio/article-pdf/5/1/ysaa010/33722340/ysaa010.pdf
2144,https://ojs.uv.es/index.php/Metode/article/download/16013/17253
2145,https://www.nature.com/articles/s42003-020-01127-5.pdf
2146,https://www.nature.com/articles/s42003-020-01127-5.pdf
2147,https://pubs.acs.org/doi/pdf/10.1021/acssynbio.9b00220
2148,
2149,https://eprints.ncl.ac.uk/fulltext.aspx?url=284994/DB410B15-B25C-443E-BC7C-146B2088B197.pdf&pub_id=284994
2150,https://www.biorxiv.org/content/biorxiv/early/2020/05/14/2020.05.13.093500.full.pdf
2151,https://www.biorxiv.org/content/biorxiv/early/2020/05/14/2020.05.13.093500.full.pdf
2152,https://academic.oup.com/biomethods/advance-article-pdf/doi/10.1093/biomethods/bpaa025/34297909/bpaa025.pdf
2153,https://www.nature.com/articles/s41396-020-00884-9.pdf
2154,
2155,https://www.nature.com/articles/s41467-020-20656-5.pdf
2156,https://www.nature.com/articles/s41467-020-20656-5.pdf
2157,http://www.cell.com/article/S1931312820302882/pdf
2158,https://bio-protocol.org/pdf/Bio-protocol3688.pdf
2159,https://backend.orbit.dtu.dk/ws/files/214194051/melju_1462_2920.14991.pdf
2160,https://academic.oup.com/synbio/article-pdf/6/1/ysab030/40494275/ysab030.pdf
2161,https://sfamjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1751-7915.13678
2162,https://pubs.acs.org/doi/pdf/10.1021/acssynbio.1c00227
2163,https://backend.orbit.dtu.dk/ws/files/258643933/Arce_Rodriguez_et_al_.pdf
2164,https://europepmc.org/articles/pmc8545136?pdf=render
2165,
2166,https://digital.csic.es/bitstream/10261/229995/1/Wsp_Hueso_Preprint_Art2020.pdf
2167,https://digital.csic.es/bitstream/10261/229995/1/Wsp_Hueso_Preprint_Art2020.pdf
2168,
2169,http://www.cell.com/article/S2589004220301309/pdf
2170,
2171,
2172,
2173,
2174,
2175,
2176,https://backend.orbit.dtu.dk/ws/files/211185440/Metab_Eng_PostPrint_2020.pdf
2177,https://academic.oup.com/nar/article-pdf/48/6/3395/32977584/gkaa114.pdf
2178,
2179,https://www.biorxiv.org/content/biorxiv/early/2019/09/16/771782.full.pdf
2180,https://www.biorxiv.org/content/biorxiv/early/2019/09/16/771782.full.pdf
2181,https://backend.orbit.dtu.dk/ws/files/258648271/melju_1462_2920.15472.pdf
2182,https://www.nature.com/articles/s41467-019-13232-z.pdf
2183,http://real.mtak.hu/103592/1/AparicioEnvMicrobiolmanu.pdf
2184,http://real.mtak.hu/103592/1/AparicioEnvMicrobiolmanu.pdf
2185,https://www.mdpi.com/2073-4395/11/4/690/pdf?version=1618975462
2186,https://link.springer.com/content/pdf/10.1007/s11104-021-05165-8.pdf
2187,https://www.mdpi.com/2077-0472/11/3/255/pdf
2188,https://www.mdpi.com/2223-7747/10/9/1763/pdf?version=1629880963
2189,
2190,
2191,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2745.13592
2192,
2193,http://oro.open.ac.uk/55387/1/mercure_StrandedAssets_v16_with_Methods.pdf
2194,
2195,http://pure.iiasa.ac.at/id/eprint/15389/1/Manuscript_final_rev2.pdf
2196,https://dspace.library.uu.nl/bitstream/1874/387862/1/s41893_019_0418_8.pdf
2197,
2198,
2199,https://www.nature.com/articles/s41467-019-09945-w.pdf
2200,
2201,
2202,
2203,https://www.mdpi.com/2073-4441/10/2/139/pdf?version=1517994152
2204,https://repository.ubn.ru.nl/bitstream/handle/2066/222156/3/222156.pdf
2205,
2206,
2207,
2208,
2209,https://dspace.library.uu.nl/bitstream/handle/1874/408907/s41586_020_2705_y.pdf?sequence=1&isAllowed=y
2210,
2211,https://www.biogeosciences.net/14/1989/2017/bg-14-1989-2017.pdf
2212,https://www.biogeosciences.net/14/1989/2017/bg-14-1989-2017.pdf
2213,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2664.12509
2214,https://www.mdpi.com/1424-8220/16/1/16/pdf?version=1450957535
2215,http://arxiv.org/pdf/1609.01116
2216,https://sciforum.net/paper/download/2427/manuscript
2217,https://www.mdpi.com/1424-8220/14/12/22737/pdf?version=1417428974
2218,https://www.mdpi.com/1996-1073/8/1/217/pdf?version=1426591387
2219,http://arxiv.org/pdf/1904.07083
2220,
2221,
2222,https://www.mdpi.com/2673-7590/2/2/25/pdf?version=1652878763
2223,
2224,http://liu.diva-portal.org/smash/get/diva2:1425556/FULLTEXT01
2225,https://link.springer.com/content/pdf/10.1007/s11334-009-0116-1.pdf
2226,https://e-archivo.uc3m.es/bitstream/10016/19047/1/transml_guerra_LNCS_2010_ps.pdf
2227,https://journals.sagepub.com/doi/pdf/10.1177/0954409717698850
2228,
2229,https://research-information.bris.ac.uk/ws/files/156018554/SRL_D_18_00053_R2.pdf
2230,
2231,
2232,https://www.mdpi.com/2073-4360/12/12/2869/pdf?version=1606916039
2233,http://arxiv.org/pdf/2002.06893
2234,https://academic.oup.com/gji/article-pdf/222/2/1379/33381513/ggaa233.pdf
2235,https://www.nature.com/articles/s41598-018-26938-9.pdf
2236,https://research-information.bris.ac.uk/ws/files/254598109/BlindPredictionPaperR2.R2.pdf
2237,
2238,https://iris.unimore.it/bitstream/11380/1287434/1/Earthq%20Engng%20Struct%20Dyn%20-%202020%20-%20Fiorentino%20-%20Integral%20abutment%20bridges%20%20Investigation%20of%20seismic%20soil%e2%80%90structure.pdf
2239,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018JB015635
2240,https://iris.unitn.it/bitstream/11572/320015/6/Butenweg%2c%20Bursi...%2c%20Seismic%20performance%20of%20an%20industrial%e2%80%a6%20pre-print_compressed.pdf
2241,
2242,https://digital.csic.es/bitstream/10261/224164/1/817887.pdf
2243,
2244,https://digital.csic.es/bitstream/10261/224164/1/817887.pdf
2245,https://engrxiv.org/preprint/download/1344/2801
2246,https://engrxiv.org/preprint/download/1344/2801
2247,https://digital.csic.es/bitstream/10261/215400/1/803492.pdf
2248,https://academic.oup.com/gji/article-pdf/229/1/704/42238366/ggab488.pdf
2249,
2250,
2251,https://digital.csic.es/bitstream/10261/225570/1/Basili_et_a_2020_presentation.pdf
2252,
2253,
2254,http://nora.nerc.ac.uk/id/eprint/518024/1/wfcatalog_preprint.pdf
2255,
2256,https://www.research-collection.ethz.ch/bitstream/20.500.11850/491979/1/18977.pdf
2257,
2258,https://link.springer.com/content/pdf/10.1007/s10518-021-01302-x.pdf
2259,
2260,https://link.springer.com/content/pdf/10.1007/s10518-020-00879-z.pdf
2261,https://zenodo.org/record/6684322/files/ES_Frag_SSI.pdf
2262,
2263,
2264,
2265,https://strathprints.strath.ac.uk/75030/1/Lanzano_etal_SRL_2021_Accessing_European_strong_motion_data.pdf
2266,https://digital.csic.es/bitstream/10261/215029/1/803452.pdf
2267,https://www.nature.com/articles/s41597-020-0429-3.pdf
2268,https://discovery.ucl.ac.uk/10072810/1/042418eqs101o.pdf
2269,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2017GL075251
2270,https://www.nature.com/articles/s41598-019-56724-0.pdf
2271,https://nhess.copernicus.org/articles/20/1421/2020/nhess-20-1421-2020.pdf
2272,https://nhess.copernicus.org/articles/20/1421/2020/nhess-20-1421-2020.pdf
2273,https://www.nature.com/articles/s41598-019-41306-x.pdf
2274,https://www.mdpi.com/1996-1944/14/8/2040/pdf?version=1618910271
2275,https://www.mdpi.com/2075-4701/11/5/686/pdf?version=1619089625
2276,
2277,https://zenodo.org/record/4534244/files/Dialami2020_Article_NumericalAndExperimentalAnalys%20%283%29.pdf
2278,https://www.mdpi.com/2073-4360/13/11/1766/pdf?version=1623217976
2279,
2280,
2281,https://upcommons.upc.edu/bitstream/2117/356214/1/32061971.pdf
2282,https://oa.upm.es/51203/1/INVE_MEM_2018_279848.pdf
2283,https://www.mdpi.com/1424-8220/16/2/190/pdf?version=1454586909
2284,https://www.mdpi.com/1424-8220/18/6/1795/pdf?version=1528109118
2285,https://www.mdpi.com/1424-8220/17/5/1174/pdf?version=1495356916
2286,https://www.mdpi.com/1424-8220/17/8/1802/pdf?version=1501913545
2287,https://www.mdpi.com/1424-8220/16/7/1148/pdf?version=1469417331
2288,https://www.mdpi.com/1424-8220/15/8/20570/pdf?version=1440061887
2289,https://www.mdpi.com/1424-8220/17/4/762/pdf
2290,https://www.mdpi.com/1424-8220/16/3/414/pdf?version=1458641627
2291,https://www.mdpi.com/1424-8220/17/6/1330/pdf?version=1496930958
2292,https://www.mdpi.com/1424-8220/18/10/3481/pdf?version=1539684353
2293,https://www.mdpi.com/1424-8220/17/3/569/pdf?version=1489220255
2294,https://www.mdpi.com/1424-8220/17/5/1022/pdf?version=1493899615
2295,https://dl.acm.org/doi/pdf/10.1145/3487553.3524233
2296,
2297,
2298,http://arxiv.org/pdf/2204.06382
2299,https://iris.unitn.it/bitstream/11572/340750/1/sciadv.abm9825.pdf
2300,https://iris.unitn.it/bitstream/11572/340750/1/sciadv.abm9825.pdf
2301,
2302,
2303,http://www.thelancet.com/article/S2589537021002911/pdf
2304,http://www.thelancet.com/article/S0140673621018080/pdf
2305,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0253071&type=printable
2306,https://www.nature.com/articles/s41598-022-10070-w.pdf
2307,https://osf.io/yuqw2/download
2308,https://osf.io/yuqw2/download
2309,https://www.nature.com/articles/s41598-021-92134-x.pdf
2310,https://link.springer.com/content/pdf/10.1007/s10272-020-0935-8.pdf
2311,
2312,
2313,
2314,
2315,https://www.mdpi.com/1660-4601/18/12/6354/pdf?version=1623735092
2316,https://cadmus.eui.eu/bitstream/1814/73176/1/Renda_2021.pdf
2317,https://journals.plos.org/digitalhealth/article/file?id=10.1371/journal.pdig.0000016&type=printable
2318,
2319,https://www.nature.com/articles/s41467-021-21809-w.pdf
2320,https://infoscience.epfl.ch/record/284952/files/s41467-021-21809-w.pdf
2321,
2322,
2323,https://bmcpublichealth.biomedcentral.com/counter/pdf/10.1186/s12889-020-09972-z
2324,https://bmcpublichealth.biomedcentral.com/counter/pdf/10.1186/s12889-020-09972-z
2325,https://eprints.qut.edu.au/207118/1/s12889_020_09972_z.pdf
2326,https://epjdatascience.springeropen.com/counter/pdf/10.1140/epjds/s13688-021-00284-9
2327,
2328,
2329,
2330,https://www.mdpi.com/1424-8220/16/2/266/pdf?version=1456128806
2331,https://www.mdpi.com/2072-6643/9/5/469/pdf?version=1494241267
2332,https://www.mdpi.com/2072-6643/8/9/533/pdf?version=1472553667
2333,
2334,
2335,
2336,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0170791&type=printable
2337,
2338,https://link.springer.com/content/pdf/10.1007/s00394-018-1723-0.pdf
2339,https://link.springer.com/content/pdf/10.1007/s00394-017-1586-9.pdf
2340,https://www.mdpi.com/2072-6643/11/5/982/pdf?version=1556537767
2341,https://www.mdpi.com/2072-6643/10/7/916/pdf?version=1531829710
2342,https://www.mdpi.com/2072-6643/10/5/533/pdf?version=1525349877
2343,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jhn.12268
2344,
2345,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0180512&type=printable
2346,
2347,https://www.mdpi.com/2072-6643/13/9/2985/pdf?version=1630585263
2348,https://www.mdpi.com/2072-6643/10/3/294/pdf?version=1519919596
2349,
2350,https://europepmc.org/articles/pmc5045718?pdf=render
2351,https://www.dovepress.com/getfile.php?fileID=46891
2352,https://www.mdpi.com/1660-4601/14/11/1409/pdf?version=1510969319
2353,https://europepmc.org/articles/pmc6330055?pdf=render
2354,
2355,
2356,https://www.frontiersin.org/articles/10.3389/fnut.2019.00032/pdf
2357,https://www.mdpi.com/2072-6643/8/9/574/pdf?version=1474344417
2358,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mcn.12389
2359,https://www.nature.com/articles/s41598-018-37183-5.pdf
2360,https://europepmc.org/articles/pmc4967615?pdf=render
2361,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0170946&type=printable
2362,https://www.mdpi.com/2072-6643/9/1/2/pdf?version=1482406499
2363,
2364,
2365,https://www.mdpi.com/2072-6643/9/6/547/pdf?version=1495865725
2366,https://link.springer.com/content/pdf/10.1007%2Fs11657-017-0322-7.pdf
2367,https://eprints.soton.ac.uk/412515/2/s11657_017_0322_7.pdf
2368,
2369,https://www.frontiersin.org/articles/10.3389/fpsyg.2019.00824/pdf
2370,https://www.nature.com/articles/s41366-018-0032-2.pdf
2371,https://www.mdpi.com/2072-6643/10/3/299/pdf?version=1521621789
2372,https://link.springer.com/content/pdf/10.1007/s00394-019-01929-2.pdf
2373,
2374,https://www.mdpi.com/2072-6643/11/1/190/pdf?version=1547798259
2375,
2376,
